-899.906982,28.440001,228.927002
-899.700012,14.620000,213.304993
-900.080017,6.030000,231.498993
-918.281982,20.683001,224.610992
-900.231995,-12.488000,239.464005
-919.171997,9.856000,241.408997
-901.107971,-27.598000,226.195999
-917.799011,-11.096000,249.014008
-906.182007,-31.870001,245.337006
-932.901001,-4.126000,237.154999
-926.106995,-29.731001,243.837997
-936.862000,-13.064000,254.826004
-917.343994,-49.227001,240.059006
-939.268982,-33.042999,258.682007
-954.328003,-13.740000,245.080994
-956.908020,-33.485001,249.102005
-972.004028,-19.893000,237.964996
-969.744995,-42.453999,236.328995
-978.020996,-30.679001,212.410995
-993.161987,-17.761999,206.632004
-982.870972,-48.973999,220.852997
-1002.697998,-20.059999,182.988007
-992.718018,-37.841000,200.753998
-1011.229004,-25.205999,200.442001
-1006.190002,-39.930000,185.065994
-1008.851990,-47.269001,208.056000
-1023.247986,-40.422001,220.210007
-37.750000,512.750977,278.535004
-37.426998,493.109009,283.545013
-52.633999,500.388000,271.852997
-37.435001,472.526001,282.173004
-38.282001,459.769989,264.949005
-51.640999,479.627014,267.505005
-70.621002,492.739990,267.578003
-39.293999,439.079987,257.023987
-58.959999,459.549011,264.829987
-38.252998,419.265015,262.337006
-74.421997,473.057007,266.871002
-52.577000,440.954010,272.096008
-89.552002,486.178986,267.964996
-62.640999,441.653992,254.778000
-39.338001,404.042999,246.376999
-55.705002,422.309998,249.477005
-72.679001,445.803009,271.622009
-86.722000,456.519989,261.559998
-39.539001,382.351013,238.940994
-66.994003,424.924988,266.112000
-56.466999,402.927002,256.980011
-101.774002,469.695007,264.380005
-75.615997,427.352997,247.932007
-57.511002,391.561005,239.585007
-68.832001,408.253998,242.018005
-40.006001,362.571014,230.626999
-88.514999,435.817993,261.035004
-103.055000,447.839996,253.826004
-54.407001,368.359009,243.455002
-121.287003,466.776001,260.613007
-40.382000,343.566986,222.561996
-86.612999,410.484985,251.863007
-98.904999,425.428009,246.459000
-77.182999,390.382996,235.544006
-69.070999,379.765991,252.695999
-59.584999,359.071991,224.479004
-121.047997,446.875000,262.647003
-41.674999,325.040009,210.903000
-73.384003,370.803986,233.328995
-112.779999,427.953003,261.687988
-95.844002,397.269012,238.953003
-58.646999,340.477997,232.080994
-139.065002,457.725006,259.020996
-41.445000,306.742004,201.104996
-109.178001,407.934998,249.569000
-89.186996,376.785004,248.917999
-55.152000,321.605988,226.167007
-75.808998,350.950012,236.669998
-130.417999,430.014008,251.617004
-58.688999,317.753998,201.796997
-68.587997,333.403015,216.100998
-40.833000,288.135986,208.794998
-92.403999,364.023987,231.382004
-105.179001,379.747986,235.779007
-52.127998,296.102997,187.673996
-151.324997,447.157989,270.880005
-128.389008,409.700989,243.625000
-42.043999,275.967011,190.817993
-79.174004,331.056000,234.281998
-119.357002,391.295013,245.110992
-149.501999,436.506989,253.475006
-66.392998,307.273010,217.494003
-91.972000,344.425995,224.988007
-105.758003,366.937988,254.391998
-80.426002,318.131012,208.044998
-66.158997,294.529999,201.988998
-146.582001,417.834991,245.901001
-41.716000,256.220001,195.820007
-58.557999,279.575012,177.919006
-104.181999,349.734009,240.350006
-114.041000,363.548004,228.011002
-167.311005,443.927002,259.292999
-127.154999,378.634003,231.192993
-50.396000,258.683014,174.442993
-139.063995,393.729004,237.255997
-88.337997,314.838013,226.345993
-42.660999,240.998993,181.132996
-161.647003,422.707001,261.467011
-84.426002,299.208008,194.854004
-101.876999,325.625000,215.865997
-114.157997,344.493011,220.427994
-76.828003,282.080994,187.222000
-127.775002,362.856995,243.488998
-43.175999,227.794998,165.738998
-108.061996,330.855011,234.391006
-152.520004,399.326996,251.697998
-66.833000,263.023010,163.612000
-177.268997,434.562012,273.924988
-91.958000,299.234009,214.130997
-44.811001,219.018997,145.729996
-144.738007,375.092987,242.727997
-59.931000,240.994995,170.378006
-132.098007,352.569000,225.378998
-169.729996,409.031006,247.414001
-77.046997,261.664001,181.207001
-180.964005,424.257996,256.014008
-108.490997,308.772003,205.850006
-64.969002,236.692001,149.162994
-123.311996,327.360992,214.505005
-127.976997,335.873993,235.906998
-94.582001,280.290985,197.608002
-162.317993,385.768005,239.990997
-45.014999,198.757004,134.246994
