x,Y,Z
-1130.365967,666.875999,197.820932
-1130.365967,681.875999,196.490694
-1130.365967,696.875999,193.420044
-1130.365967,711.875999,195.540321
-1130.365967,726.875999,198.882392
-1130.365967,741.875999,195.099340
-1130.365967,756.875999,196.619529
-1115.365967,-53.124001,270.677320
-1115.365967,-38.124001,248.553777
-1115.365967,-23.124001,246.896957
-1115.365967,-8.124001,248.641995
-1115.365967,6.875999,243.594155
-1115.365967,21.875999,230.285299
-1115.365967,36.875999,226.860812
-1115.365967,51.875999,228.964986
-1115.365967,66.875999,220.477589
-1115.365967,81.875999,215.632125
-1115.365967,96.875999,206.424032
-1115.365967,111.875999,203.240014
-1115.365967,126.875999,192.082568
-1115.365967,141.875999,186.287157
-1115.365967,156.875999,184.890055
-1115.365967,171.875999,178.774048
-1115.365967,186.875999,169.343787
-1115.365967,201.875999,150.535509
-1115.365967,216.875999,142.411987
-1115.365967,231.875999,126.769518
-1115.365967,246.875999,120.922196
-1115.365967,261.875999,119.979773
-1115.365967,276.875999,118.748128
-1115.365967,291.875999,111.379774
-1115.365967,306.875999,105.361692
-1115.365967,321.875999,96.502089
-1115.365967,336.875999,95.630595
-1115.365967,351.875999,92.449665
-1115.365967,366.875999,92.948726
-1115.365967,381.875999,92.897678
-1115.365967,396.875999,92.516957
-1115.365967,411.875999,92.659701
-1115.365967,426.875999,92.217342
-1115.365967,441.875999,94.171009
-1115.365967,456.875999,98.722655
-1115.365967,471.875999,102.709871
-1115.365967,486.875999,100.987595
-1115.365967,501.875999,99.409769
-1115.365967,516.875999,99.984026
-1115.365967,531.875999,109.830358
-1115.365967,546.875999,118.515051
-1115.365967,561.875999,126.289241
-1115.365967,576.875999,134.634818
-1115.365967,591.875999,146.542097
-1115.365967,606.875999,169.834118
-1115.365967,621.875999,184.033616
-1115.365967,636.875999,189.157679
-1115.365967,651.875999,193.336135
-1115.365967,666.875999,192.452008
-1115.365967,681.875999,198.832215
-1115.365967,696.875999,196.483891
-1115.365967,711.875999,192.782516
-1115.365967,726.875999,200.060984
-1115.365967,741.875999,206.272908
-1115.365967,756.875999,192.524651
-1100.365967,-53.124001,248.242346
-1100.365967,-38.124001,244.887723
-1100.365967,-23.124001,242.384642
-1100.365967,-8.124001,246.001100
-1100.365967,6.875999,233.864813
-1100.365967,21.875999,228.690581
-1100.365967,36.875999,223.663072
-1100.365967,51.875999,217.938846
-1100.365967,66.875999,213.439475
-1100.365967,81.875999,203.552633
-1100.365967,96.875999,207.396372
-1100.365967,111.875999,198.141235
-1100.365967,126.875999,190.180944
-1100.365967,141.875999,185.342580
-1100.365967,156.875999,183.833709
-1100.365967,171.875999,180.500178
-1100.365967,186.875999,159.302075
-1100.365967,201.875999,154.821972
-1100.365967,216.875999,133.342507
-1100.365967,231.875999,137.211033
-1100.365967,246.875999,135.669444
-1100.365967,261.875999,131.141819
-1100.365967,276.875999,115.590647
-1100.365967,291.875999,115.454992
-1100.365967,306.875999,100.975016
-1100.365967,321.875999,94.535773
-1100.365967,336.875999,91.869190
-1100.365967,351.875999,91.619265
-1100.365967,366.875999,92.137300
-1100.365967,381.875999,92.989211
-1100.365967,396.875999,92.921414
-1100.365967,411.875999,92.845459
-1100.365967,426.875999,91.881695
-1100.365967,441.875999,96.840860
-1100.365967,456.875999,100.077907
-1100.365967,471.875999,104.043562
-1100.365967,486.875999,101.062051
-1100.365967,501.875999,100.191320
-1100.365967,516.875999,103.063473
-1100.365967,531.875999,110.962879
-1100.365967,546.875999,120.880402
-1100.365967,561.875999,128.602314
-1100.365967,576.875999,140.857317
-1100.365967,591.875999,161.422542
-1100.365967,606.875999,180.070788
-1100.365967,621.875999,187.532922
-1100.365967,636.875999,190.959546
-1100.365967,651.875999,187.470764
-1100.365967,666.875999,188.053056
-1100.365967,681.875999,197.603680
-1100.365967,696.875999,199.082081
-1100.365967,711.875999,204.501622
-1100.365967,726.875999,212.795200
-1100.365967,741.875999,219.266487
-1100.365967,756.875999,198.472322
-1085.365967,-53.124001,238.547892
-1085.365967,-38.124001,235.017848
-1085.365967,-23.124001,236.074982
-1085.365967,-8.124001,241.314345
-1085.365967,6.875999,236.045075
-1085.365967,21.875999,223.660218
-1085.365967,36.875999,221.548815
-1085.365967,51.875999,214.053241
-1085.365967,66.875999,190.469120
-1085.365967,81.875999,198.243949
-1085.365967,96.875999,193.888878
-1085.365967,111.875999,214.389066
-1085.365967,126.875999,184.838050
-1085.365967,141.875999,181.464477
-1085.365967,156.875999,180.785841
-1085.365967,171.875999,162.311112
-1085.365967,186.875999,153.036788
-1085.365967,201.875999,144.380109
-1085.365967,216.875999,144.852990
-1085.365967,231.875999,148.507196
-1085.365967,246.875999,151.211482
-1085.365967,261.875999,136.776255
-1085.365967,276.875999,123.272005
-1085.365967,291.875999,110.332812
-1085.365967,306.875999,99.470930
-1085.365967,321.875999,92.615954
-1085.365967,336.875999,93.322414
-1085.365967,351.875999,92.731698
-1085.365967,366.875999,93.676738
-1085.365967,381.875999,93.631482
-1085.365967,396.875999,93.213172
-1085.365967,411.875999,93.032118
-1085.365967,426.875999,91.707197
-1085.365967,441.875999,94.291779
-1085.365967,456.875999,99.213479
-1085.365967,471.875999,100.104496
-1085.365967,486.875999,98.851655
-1085.365967,501.875999,102.484290
-1085.365967,516.875999,105.921163
-1085.365967,531.875999,111.162039
-1085.365967,546.875999,123.620640
-1085.365967,561.875999,135.771308
-1085.365967,576.875999,146.658804
-1085.365967,591.875999,173.641833
-1085.365967,606.875999,194.319342
-1085.365967,621.875999,198.822246
-1085.365967,636.875999,193.911205
-1085.365967,651.875999,189.687617
-1085.365967,666.875999,192.315476
-1085.365967,681.875999,197.289083
-1085.365967,696.875999,209.103654
-1085.365967,711.875999,206.641854
-1085.365967,726.875999,210.856484
-1085.365967,741.875999,206.148950
-1085.365967,756.875999,208.218689
-1070.365967,-53.124001,236.028811
-1070.365967,-38.124001,232.077193
-1070.365967,-23.124001,228.885053
-1070.365967,-8.124001,229.830591
-1070.365967,6.875999,227.073715
-1070.365967,21.875999,221.567605
-1070.365967,36.875999,221.918816
-1070.365967,51.875999,206.409520
-1070.365967,66.875999,189.770811
-1070.365967,81.875999,186.927267
-1070.365967,96.875999,180.482803
-1070.365967,111.875999,175.989891
-1070.365967,126.875999,168.547056
-1070.365967,141.875999,166.526099
-1070.365967,156.875999,164.889215
-1070.365967,171.875999,161.750124
-1070.365967,186.875999,154.955111
-1070.365967,201.875999,167.502575
-1070.365967,216.875999,165.542475
-1070.365967,231.875999,161.724436
-1070.365967,246.875999,148.463928
-1070.365967,261.875999,138.847070
-1070.365967,276.875999,128.651745
-1070.365967,291.875999,110.804026
-1070.365967,306.875999,102.047907
-1070.365967,321.875999,92.300985
-1070.365967,336.875999,93.380226
-1070.365967,351.875999,93.486320
-1070.365967,366.875999,94.470553
-1070.365967,381.875999,93.756057
-1070.365967,396.875999,93.708807
-1070.365967,411.875999,93.376613
-1070.365967,426.875999,92.998740
-1070.365967,441.875999,93.632115
-1070.365967,456.875999,96.696057
-1070.365967,471.875999,96.451679
-1070.365967,486.875999,98.613658
-1070.365967,501.875999,103.864785
-1070.365967,516.875999,107.567844
-1070.365967,531.875999,110.106804
-1070.365967,546.875999,128.738490
-1070.365967,561.875999,144.398030
-1070.365967,576.875999,158.828852
-1070.365967,591.875999,179.915115
-1070.365967,606.875999,189.898669
-1070.365967,621.875999,194.509162
-1070.365967,636.875999,195.753717
-1070.365967,651.875999,187.289363
-1070.365967,666.875999,193.614180
-1070.365967,681.875999,200.805094
-1070.365967,696.875999,205.072027
-1070.365967,711.875999,205.754599
-1070.365967,726.875999,208.288427
-1070.365967,741.875999,209.014521
-1070.365967,756.875999,191.202006
-1055.365967,-53.124001,228.529338
-1055.365967,-38.124001,231.771421
-1055.365967,-23.124001,220.600437
-1055.365967,-8.124001,217.803556
-1055.365967,6.875999,210.943722
-1055.365967,21.875999,210.027661
-1055.365967,36.875999,209.161566
-1055.365967,51.875999,195.860834
-1055.365967,66.875999,181.833712
-1055.365967,81.875999,177.645301
-1055.365967,96.875999,170.549175
-1055.365967,111.875999,162.964682
-1055.365967,126.875999,162.449716
-1055.365967,141.875999,164.864765
-1055.365967,156.875999,167.635862
-1055.365967,171.875999,166.463411
-1055.365967,186.875999,171.765389
-1055.365967,201.875999,170.314470
-1055.365967,216.875999,167.805942
-1055.365967,231.875999,153.455478
-1055.365967,246.875999,141.547829
-1055.365967,261.875999,132.075049
-1055.365967,276.875999,123.013810
-1055.365967,291.875999,118.995187
-1055.365967,306.875999,102.291044
-1055.365967,321.875999,93.813131
-1055.365967,336.875999,91.544694
-1055.365967,351.875999,93.821837
-1055.365967,366.875999,94.590180
-1055.365967,381.875999,94.125066
-1055.365967,396.875999,93.887316
-1055.365967,411.875999,93.717672
-1055.365967,426.875999,93.510593
-1055.365967,441.875999,94.601217
-1055.365967,456.875999,97.411159
-1055.365967,471.875999,99.684933
-1055.365967,486.875999,102.204464
-1055.365967,501.875999,101.868745
-1055.365967,516.875999,110.238163
-1055.365967,531.875999,122.330029
-1055.365967,546.875999,135.743962
-1055.365967,561.875999,149.156687
-1055.365967,576.875999,169.330058
-1055.365967,591.875999,182.443455
-1055.365967,606.875999,194.174456
-1055.365967,621.875999,196.681697
-1055.365967,636.875999,202.028232
-1055.365967,651.875999,197.595831
-1055.365967,666.875999,201.584378
-1055.365967,681.875999,205.171105
-1055.365967,696.875999,206.336045
-1055.365967,711.875999,205.475562
-1055.365967,726.875999,201.555465
-1055.365967,741.875999,209.922936
-1055.365967,756.875999,192.909444
-1040.365967,-53.124001,225.884387
-1040.365967,-38.124001,220.850060
-1040.365967,-23.124001,211.935493
-1040.365967,-8.124001,204.762899
-1040.365967,6.875999,206.792792
-1040.365967,21.875999,191.774474
-1040.365967,36.875999,191.264634
-1040.365967,51.875999,180.619791
-1040.365967,66.875999,178.842632
-1040.365967,81.875999,173.131151
-1040.365967,96.875999,170.104915
-1040.365967,111.875999,174.446206
-1040.365967,126.875999,173.059368
-1040.365967,141.875999,175.122273
-1040.365967,156.875999,180.598513
-1040.365967,171.875999,180.991686
-1040.365967,186.875999,178.470009
-1040.365967,201.875999,170.991059
-1040.365967,216.875999,166.531013
-1040.365967,231.875999,156.430056
-1040.365967,246.875999,136.859142
-1040.365967,261.875999,137.808817
-1040.365967,276.875999,128.055626
-1040.365967,291.875999,121.423864
-1040.365967,306.875999,104.464026
-1040.365967,321.875999,100.563477
-1040.365967,336.875999,90.972033
-1040.365967,351.875999,94.294960
-1040.365967,366.875999,94.790318
-1040.365967,381.875999,94.427611
-1040.365967,396.875999,94.114679
-1040.365967,411.875999,94.130514
-1040.365967,426.875999,94.781418
-1040.365967,441.875999,96.940694
-1040.365967,456.875999,103.355903
-1040.365967,471.875999,106.820319
-1040.365967,486.875999,108.426270
-1040.365967,501.875999,118.829463
-1040.365967,516.875999,132.573313
-1040.365967,531.875999,145.742951
-1040.365967,546.875999,152.845257
-1040.365967,561.875999,161.132867
-1040.365967,576.875999,171.615552
-1040.365967,591.875999,185.177219
-1040.365967,606.875999,186.263920
-1040.365967,621.875999,193.443619
-1040.365967,636.875999,204.464062
-1040.365967,651.875999,207.313990
-1040.365967,666.875999,205.504833
-1040.365967,681.875999,208.661497
-1040.365967,696.875999,215.745547
-1040.365967,711.875999,210.134677
-1040.365967,726.875999,211.619558
-1040.365967,741.875999,208.530082
-1040.365967,756.875999,203.850416
-1025.365967,-53.124001,210.392598
-1025.365967,-38.124001,212.829278
-1025.365967,-23.124001,202.426659
-1025.365967,-8.124001,199.543215
-1025.365967,6.875999,197.593529
-1025.365967,21.875999,184.250136
-1025.365967,36.875999,178.068730
-1025.365967,51.875999,179.072929
-1025.365967,66.875999,185.077736
-1025.365967,81.875999,178.644031
-1025.365967,96.875999,185.910052
-1025.365967,111.875999,186.122008
-1025.365967,126.875999,185.462849
-1025.365967,141.875999,188.805846
-1025.365967,156.875999,198.702602
-1025.365967,171.875999,188.848687
-1025.365967,186.875999,182.918375
-1025.365967,201.875999,174.451531
-1025.365967,216.875999,166.620526
-1025.365967,231.875999,159.764629
-1025.365967,246.875999,143.571552
-1025.365967,261.875999,139.941464
-1025.365967,276.875999,131.557013
-1025.365967,291.875999,119.160858
-1025.365967,306.875999,108.336319
-1025.365967,321.875999,95.989201
-1025.365967,336.875999,91.661147
-1025.365967,351.875999,95.481354
-1025.365967,366.875999,94.612625
-1025.365967,381.875999,94.649744
-1025.365967,396.875999,94.428769
-1025.365967,411.875999,94.010952
-1025.365967,426.875999,94.256779
-1025.365967,441.875999,102.427488
-1025.365967,456.875999,112.142097
-1025.365967,471.875999,119.592325
-1025.365967,486.875999,119.603872
-1025.365967,501.875999,118.131007
-1025.365967,516.875999,128.308166
-1025.365967,531.875999,151.053829
-1025.365967,546.875999,156.613954
-1025.365967,561.875999,163.811343
-1025.365967,576.875999,165.642067
-1025.365967,591.875999,176.546004
-1025.365967,606.875999,180.829303
-1025.365967,621.875999,186.994220
-1025.365967,636.875999,199.985539
-1025.365967,651.875999,201.622054
-1025.365967,666.875999,208.104563
-1025.365967,681.875999,206.009768
-1025.365967,696.875999,210.324164
-1025.365967,711.875999,213.308484
-1025.365967,726.875999,213.504971
-1025.365967,741.875999,206.844175
-1025.365967,756.875999,196.542460
-1010.365967,-53.124001,204.056094
-1010.365967,-38.124001,196.976554
-1010.365967,-23.124001,193.115584
-1010.365967,-8.124001,186.619178
-1010.365967,6.875999,188.693138
-1010.365967,21.875999,186.674968
-1010.365967,36.875999,184.453890
-1010.365967,51.875999,188.735498
-1010.365967,66.875999,189.625471
-1010.365967,81.875999,194.858046
-1010.365967,96.875999,202.148761
-1010.365967,111.875999,202.703909
-1010.365967,126.875999,199.537545
-1010.365967,141.875999,202.008502
-1010.365967,156.875999,201.186958
-1010.365967,171.875999,196.383906
-1010.365967,186.875999,187.017361
-1010.365967,201.875999,177.236567
-1010.365967,216.875999,168.559990
-1010.365967,231.875999,158.621544
-1010.365967,246.875999,146.584839
-1010.365967,261.875999,139.475136
-1010.365967,276.875999,126.315057
-1010.365967,291.875999,115.254415
-1010.365967,306.875999,103.783473
-1010.365967,321.875999,95.288637
-1010.365967,336.875999,93.555871
-1010.365967,351.875999,95.225543
-1010.365967,366.875999,95.047334
-1010.365967,381.875999,94.806598
-1010.365967,396.875999,93.554000
-1010.365967,411.875999,93.116701
-1010.365967,426.875999,91.014386
-1010.365967,441.875999,101.119914
-1010.365967,456.875999,122.012699
-1010.365967,471.875999,133.723259
-1010.365967,486.875999,128.010878
-1010.365967,501.875999,123.067027
-1010.365967,516.875999,127.687801
-1010.365967,531.875999,132.020890
-1010.365967,546.875999,133.900800
-1010.365967,561.875999,138.281658
-1010.365967,576.875999,150.937077
-1010.365967,591.875999,170.855314
-1010.365967,606.875999,177.538007
-1010.365967,621.875999,178.055511
-1010.365967,636.875999,184.375446
-1010.365967,651.875999,189.358094
-1010.365967,666.875999,195.877588
-1010.365967,681.875999,204.288995
-1010.365967,696.875999,203.278458
-1010.365967,711.875999,209.555944
-1010.365967,726.875999,204.583377
-1010.365967,741.875999,206.571176
-1010.365967,756.875999,196.435835
-995.365967,-53.124001,216.495421
-995.365967,-38.124001,191.103672
-995.365967,-23.124001,196.644488
-995.365967,-8.124001,203.755403
-995.365967,6.875999,200.016028
-995.365967,21.875999,194.361036
-995.365967,36.875999,193.341857
-995.365967,51.875999,199.639038
-995.365967,66.875999,203.076671
-995.365967,81.875999,207.893610
-995.365967,96.875999,215.734474
-995.365967,111.875999,214.767468
-995.365967,126.875999,219.606794
-995.365967,141.875999,202.160154
-995.365967,156.875999,199.029547
-995.365967,171.875999,188.945248
-995.365967,186.875999,176.960977
-995.365967,201.875999,176.896336
-995.365967,216.875999,169.386152
-995.365967,231.875999,163.958786
-995.365967,246.875999,149.676724
-995.365967,261.875999,135.127691
-995.365967,276.875999,120.450694
-995.365967,291.875999,108.528200
-995.365967,306.875999,97.628973
-995.365967,321.875999,94.594498
-995.365967,336.875999,96.066759
-995.365967,351.875999,95.666988
-995.365967,366.875999,95.281551
-995.365967,381.875999,95.059305
-995.365967,396.875999,93.983948
-995.365967,411.875999,98.550332
-995.365967,426.875999,97.368285
-995.365967,441.875999,106.294904
-995.365967,456.875999,123.550414
-995.365967,471.875999,131.276098
-995.365967,486.875999,134.379734
-995.365967,501.875999,140.315732
-995.365967,516.875999,138.131463
-995.365967,531.875999,140.838394
-995.365967,546.875999,137.591915
-995.365967,561.875999,137.519341
-995.365967,576.875999,148.199208
-995.365967,591.875999,155.092044
-995.365967,606.875999,166.057127
-995.365967,621.875999,170.100475
-995.365967,636.875999,174.511807
-995.365967,651.875999,187.449981
-995.365967,666.875999,196.268654
-995.365967,681.875999,200.145701
-995.365967,696.875999,200.115054
-995.365967,711.875999,201.945499
-995.365967,726.875999,200.682046
-995.365967,741.875999,197.440969
-995.365967,756.875999,193.018907
-980.365967,-53.124001,232.817109
-980.365967,-38.124001,212.354287
-980.365967,-23.124001,225.098214
-980.365967,-8.124001,233.277369
-980.365967,6.875999,217.299550
-980.365967,21.875999,217.679090
-980.365967,36.875999,217.382102
-980.365967,51.875999,221.703587
-980.365967,66.875999,214.391894
-980.365967,81.875999,218.657924
-980.365967,96.875999,227.523394
-980.365967,111.875999,229.827807
-980.365967,126.875999,214.573513
-980.365967,141.875999,197.726040
-980.365967,156.875999,189.163114
-980.365967,171.875999,186.469671
-980.365967,186.875999,179.699498
-980.365967,201.875999,172.468205
-980.365967,216.875999,169.018501
-980.365967,231.875999,158.731200
-980.365967,246.875999,149.330072
-980.365967,261.875999,139.236077
-980.365967,276.875999,121.670035
-980.365967,291.875999,102.998422
-980.365967,306.875999,92.064995
-980.365967,321.875999,94.329459
-980.365967,336.875999,95.629551
-980.365967,351.875999,95.593562
-980.365967,366.875999,95.450788
-980.365967,381.875999,95.318907
-980.365967,396.875999,95.097819
-980.365967,411.875999,98.406365
-980.365967,426.875999,101.124065
-980.365967,441.875999,107.720356
-980.365967,456.875999,118.115015
-980.365967,471.875999,124.255532
-980.365967,486.875999,139.244207
-980.365967,501.875999,144.520731
-980.365967,516.875999,149.863087
-980.365967,531.875999,161.668752
-980.365967,546.875999,160.456395
-980.365967,561.875999,158.154507
-980.365967,576.875999,159.217251
-980.365967,591.875999,155.815245
-980.365967,606.875999,164.582029
-980.365967,621.875999,177.398619
-980.365967,636.875999,182.432640
-980.365967,651.875999,192.416708
-980.365967,666.875999,194.092615
-980.365967,681.875999,201.516867
-980.365967,696.875999,201.201126
-980.365967,711.875999,193.444429
-980.365967,726.875999,195.192400
-980.365967,741.875999,197.209818
-980.365967,756.875999,197.326064
-965.365967,-53.124001,238.398122
-965.365967,-38.124001,236.851043
-965.365967,-23.124001,239.913782
-965.365967,-8.124001,243.328070
-965.365967,6.875999,234.685297
-965.365967,21.875999,232.709647
-965.365967,36.875999,230.678109
-965.365967,51.875999,230.245216
-965.365967,66.875999,228.189234
-965.365967,81.875999,229.780730
-965.365967,96.875999,234.801569
-965.365967,111.875999,230.349563
-965.365967,126.875999,221.045931
-965.365967,141.875999,204.951169
-965.365967,156.875999,193.287677
-965.365967,171.875999,185.614803
-965.365967,186.875999,171.469917
-965.365967,201.875999,161.634842
-965.365967,216.875999,156.057145
-965.365967,231.875999,144.852993
-965.365967,246.875999,142.834317
-965.365967,261.875999,135.582435
-965.365967,276.875999,114.113380
-965.365967,291.875999,105.123672
-965.365967,306.875999,96.600137
-965.365967,321.875999,94.706742
-965.365967,336.875999,96.222191
-965.365967,351.875999,95.974063
-965.365967,366.875999,95.692123
-965.365967,381.875999,95.407546
-965.365967,396.875999,93.045602
-965.365967,411.875999,99.098869
-965.365967,426.875999,105.725740
-965.365967,441.875999,110.741195
-965.365967,456.875999,121.556463
-965.365967,471.875999,123.781047
-965.365967,486.875999,135.639303
-965.365967,501.875999,139.548876
-965.365967,516.875999,153.305807
-965.365967,531.875999,167.251284
-965.365967,546.875999,167.380675
-965.365967,561.875999,176.980973
-965.365967,576.875999,185.877006
-965.365967,591.875999,173.239175
-965.365967,606.875999,169.405138
-965.365967,621.875999,171.844261
-965.365967,636.875999,184.802152
-965.365967,651.875999,200.452115
-965.365967,666.875999,200.678685
-965.365967,681.875999,207.710525
-965.365967,696.875999,199.889563
-965.365967,711.875999,201.173800
-965.365967,726.875999,195.484695
-965.365967,741.875999,197.543255
-965.365967,756.875999,197.857205
-950.365967,-53.124001,252.845355
-950.365967,-38.124001,253.544185
-950.365967,-23.124001,255.080888
-950.365967,-8.124001,246.246075
-950.365967,6.875999,242.587739
-950.365967,21.875999,238.578284
-950.365967,36.875999,236.776788
-950.365967,51.875999,232.211058
-950.365967,66.875999,232.342033
-950.365967,81.875999,232.335723
-950.365967,96.875999,232.168891
-950.365967,111.875999,231.276582
-950.365967,126.875999,216.253054
-950.365967,141.875999,200.826776
-950.365967,156.875999,189.498111
-950.365967,171.875999,182.363555
-950.365967,186.875999,171.359266
-950.365967,201.875999,154.947380
-950.365967,216.875999,155.674313
-950.365967,231.875999,139.368759
-950.365967,246.875999,134.521059
-950.365967,261.875999,124.826030
-950.365967,276.875999,111.446396
-950.365967,291.875999,98.705553
-950.365967,306.875999,94.568658
-950.365967,321.875999,96.196377
-950.365967,336.875999,96.347365
-950.365967,351.875999,96.165108
-950.365967,366.875999,95.199546
-950.365967,381.875999,95.322793
-950.365967,396.875999,97.657639
-950.365967,411.875999,95.500990
-950.365967,426.875999,103.812859
-950.365967,441.875999,113.305771
-950.365967,456.875999,120.117768
-950.365967,471.875999,127.810880
-950.365967,486.875999,134.287469
-950.365967,501.875999,145.743184
-950.365967,516.875999,153.838371
-950.365967,531.875999,168.537519
-950.365967,546.875999,176.518204
-950.365967,561.875999,189.089259
-950.365967,576.875999,185.466341
-950.365967,591.875999,182.801565
-950.365967,606.875999,177.055970
-950.365967,621.875999,174.505056
-950.365967,636.875999,187.071557
-950.365967,651.875999,204.750266
-950.365967,666.875999,207.086849
-950.365967,681.875999,205.588121
-950.365967,696.875999,200.035266
-950.365967,711.875999,199.820975
-950.365967,726.875999,201.643506
-950.365967,741.875999,200.070409
-950.365967,756.875999,202.797319
-935.365967,-53.124001,251.184129
-935.365967,-38.124001,254.977333
-935.365967,-23.124001,252.230549
-935.365967,-8.124001,249.893835
-935.365967,6.875999,246.437296
-935.365967,21.875999,237.882464
-935.365967,36.875999,236.274592
-935.365967,51.875999,229.005954
-935.365967,66.875999,221.414192
-935.365967,81.875999,229.515316
-935.365967,96.875999,228.065921
-935.365967,111.875999,234.882936
-935.365967,126.875999,222.125735
-935.365967,141.875999,207.160516
-935.365967,156.875999,198.592592
-935.365967,171.875999,184.439675
-935.365967,186.875999,172.013036
-935.365967,201.875999,161.642320
-935.365967,216.875999,153.412485
-935.365967,231.875999,134.230308
-935.365967,246.875999,116.589198
-935.365967,261.875999,106.308808
-935.365967,276.875999,102.328482
-935.365967,291.875999,97.611339
-935.365967,306.875999,94.790060
-935.365967,321.875999,96.276464
-935.365967,336.875999,96.382556
-935.365967,351.875999,96.341327
-935.365967,366.875999,96.440662
-935.365967,381.875999,97.853948
-935.365967,396.875999,98.309578
-935.365967,411.875999,99.553833
-935.365967,426.875999,106.266011
-935.365967,441.875999,109.326376
-935.365967,456.875999,125.831555
-935.365967,471.875999,129.239650
-935.365967,486.875999,137.438864
-935.365967,501.875999,143.126198
-935.365967,516.875999,159.273359
-935.365967,531.875999,164.552024
-935.365967,546.875999,175.816720
-935.365967,561.875999,184.188678
-935.365967,576.875999,193.829627
-935.365967,591.875999,191.044069
-935.365967,606.875999,185.809708
-935.365967,621.875999,182.334292
-935.365967,636.875999,186.590459
-935.365967,651.875999,194.692250
-935.365967,666.875999,203.233249
-935.365967,681.875999,202.473198
-935.365967,696.875999,201.367286
-935.365967,711.875999,202.413355
-935.365967,726.875999,202.045612
-935.365967,741.875999,201.701799
-935.365967,756.875999,206.173123
-920.365967,-53.124001,252.459426
-920.365967,-38.124001,245.646923
-920.365967,-23.124001,247.211523
-920.365967,-8.124001,248.479078
-920.365967,6.875999,233.872517
-920.365967,21.875999,233.958399
-920.365967,36.875999,223.231737
-920.365967,51.875999,221.411866
-920.365967,66.875999,223.918462
-920.365967,81.875999,220.832841
-920.365967,96.875999,221.324547
-920.365967,111.875999,218.117790
-920.365967,126.875999,218.628286
-920.365967,141.875999,206.825248
-920.365967,156.875999,201.261740
-920.365967,171.875999,182.185314
-920.365967,186.875999,162.844026
-920.365967,201.875999,152.377954
-920.365967,216.875999,145.921084
-920.365967,231.875999,129.791711
-920.365967,246.875999,105.330690
-920.365967,261.875999,95.897192
-920.365967,276.875999,99.579754
-920.365967,291.875999,95.530309
-920.365967,306.875999,96.588941
-920.365967,321.875999,95.933149
-920.365967,336.875999,96.556062
-920.365967,351.875999,96.477353
-920.365967,366.875999,96.184558
-920.365967,381.875999,98.235387
-920.365967,396.875999,101.494200
-920.365967,411.875999,105.071107
-920.365967,426.875999,105.973242
-920.365967,441.875999,110.633393
-920.365967,456.875999,119.413835
-920.365967,471.875999,128.735397
-920.365967,486.875999,139.202147
-920.365967,501.875999,148.934194
-920.365967,516.875999,153.546146
-920.365967,531.875999,162.072936
-920.365967,546.875999,169.691757
-920.365967,561.875999,184.643016
-920.365967,576.875999,193.855877
-920.365967,591.875999,195.971392
-920.365967,606.875999,195.818315
-920.365967,621.875999,187.880253
-920.365967,636.875999,184.259568
-920.365967,651.875999,194.889370
-920.365967,666.875999,201.583023
-920.365967,681.875999,206.551986
-920.365967,696.875999,201.533033
-920.365967,711.875999,204.067021
-920.365967,726.875999,203.844013
-920.365967,741.875999,203.659519
-920.365967,756.875999,210.874952
-905.365967,-53.124001,248.713770
-905.365967,-38.124001,238.337274
-905.365967,-23.124001,238.807478
-905.365967,-8.124001,242.939547
-905.365967,6.875999,234.205595
-905.365967,21.875999,221.466789
-905.365967,36.875999,219.665860
-905.365967,51.875999,217.633542
-905.365967,66.875999,220.568131
-905.365967,81.875999,218.192204
-905.365967,96.875999,209.129618
-905.365967,111.875999,202.956525
-905.365967,126.875999,205.929088
-905.365967,141.875999,193.649827
-905.365967,156.875999,191.439271
-905.365967,171.875999,179.315872
-905.365967,186.875999,163.763893
-905.365967,201.875999,149.810750
-905.365967,216.875999,137.859523
-905.365967,231.875999,118.286680
-905.365967,246.875999,104.100332
-905.365967,261.875999,98.412515
-905.365967,276.875999,98.072842
-905.365967,291.875999,96.407003
-905.365967,306.875999,96.377758
-905.365967,321.875999,97.163685
-905.365967,336.875999,96.956749
-905.365967,351.875999,96.364285
-905.365967,366.875999,97.111436
-905.365967,381.875999,97.726298
-905.365967,396.875999,100.433735
-905.365967,411.875999,102.144623
-905.365967,426.875999,104.551713
-905.365967,441.875999,108.938740
-905.365967,456.875999,119.426185
-905.365967,471.875999,135.678704
-905.365967,486.875999,141.461710
-905.365967,501.875999,152.420698
-905.365967,516.875999,157.193412
-905.365967,531.875999,176.749517
-905.365967,546.875999,178.964523
-905.365967,561.875999,185.656264
-905.365967,576.875999,197.084822
-905.365967,591.875999,203.239774
-905.365967,606.875999,203.656656
-905.365967,621.875999,199.618329
-905.365967,636.875999,185.019061
-905.365967,651.875999,193.410700
-905.365967,666.875999,200.657864
-905.365967,681.875999,198.901802
-905.365967,696.875999,204.436227
-905.365967,711.875999,204.936465
-905.365967,726.875999,204.418272
-905.365967,741.875999,204.946164
-905.365967,756.875999,210.140773
-890.365967,-53.124001,244.330539
-890.365967,-38.124001,229.348407
-890.365967,-23.124001,223.209710
-890.365967,-8.124001,223.508460
-890.365967,6.875999,219.727358
-890.365967,21.875999,216.822805
-890.365967,36.875999,213.386915
-890.365967,51.875999,203.883614
-890.365967,66.875999,208.732427
-890.365967,81.875999,208.259946
