x,Y,Z
-1295.365967,606.875999,147.238565
-1295.365967,621.875999,145.195450
-1295.365967,636.875999,148.940631
-1295.365967,651.875999,155.395482
-1295.365967,666.875999,167.870449
-1295.365967,681.875999,169.997481
-1295.365967,696.875999,167.050042
-1295.365967,711.875999,172.709981
-1295.365967,726.875999,169.230262
-1295.365967,741.875999,175.050283
-1295.365967,756.875999,166.784546
-1280.365967,-53.124001,199.539779
-1280.365967,-38.124001,218.506203
-1280.365967,-23.124001,199.892113
-1280.365967,-8.124001,190.508311
-1280.365967,6.875999,188.825718
-1280.365967,21.875999,192.178593
-1280.365967,36.875999,197.505618
-1280.365967,51.875999,189.693642
-1280.365967,66.875999,192.732531
-1280.365967,81.875999,189.418573
-1280.365967,96.875999,185.190778
-1280.365967,111.875999,182.636845
-1280.365967,126.875999,180.682823
-1280.365967,141.875999,176.335718
-1280.365967,156.875999,175.641370
-1280.365967,171.875999,172.593877
-1280.365967,186.875999,162.462973
-1280.365967,201.875999,162.656081
-1280.365967,216.875999,155.325438
-1280.365967,231.875999,152.360164
-1280.365967,246.875999,145.938851
-1280.365967,261.875999,137.930843
-1280.365967,276.875999,124.561263
-1280.365967,291.875999,118.374196
-1280.365967,306.875999,105.776821
-1280.365967,321.875999,96.283150
-1280.365967,336.875999,95.081008
-1280.365967,351.875999,95.582231
-1280.365967,366.875999,94.225055
-1280.365967,381.875999,92.226604
-1280.365967,396.875999,88.889560
-1280.365967,411.875999,90.653436
-1280.365967,426.875999,90.947499
-1280.365967,441.875999,89.408397
-1280.365967,456.875999,88.378410
-1280.365967,471.875999,91.047703
-1280.365967,486.875999,94.578614
-1280.365967,501.875999,105.183887
-1280.365967,516.875999,108.427697
-1280.365967,531.875999,115.222015
-1280.365967,546.875999,124.060001
-1280.365967,561.875999,128.901228
-1280.365967,576.875999,139.693231
-1280.365967,591.875999,151.527962
-1280.365967,606.875999,149.168558
-1280.365967,621.875999,152.535405
-1280.365967,636.875999,160.177240
-1280.365967,651.875999,169.255077
-1280.365967,666.875999,168.721896
-1280.365967,681.875999,177.781595
-1280.365967,696.875999,177.497055
-1280.365967,711.875999,178.728356
-1280.365967,726.875999,183.571876
-1280.365967,741.875999,178.246391
-1280.365967,756.875999,178.938579
-1265.365967,-53.124001,202.404037
-1265.365967,-38.124001,212.797137
-1265.365967,-23.124001,208.808992
-1265.365967,-8.124001,195.658216
-1265.365967,6.875999,196.813131
-1265.365967,21.875999,198.724321
-1265.365967,36.875999,198.221454
-1265.365967,51.875999,193.579467
-1265.365967,66.875999,195.446158
-1265.365967,81.875999,191.528836
-1265.365967,96.875999,190.757829
-1265.365967,111.875999,192.049535
-1265.365967,126.875999,188.035037
-1265.365967,141.875999,177.457728
-1265.365967,156.875999,176.873847
-1265.365967,171.875999,175.856565
-1265.365967,186.875999,166.735848
-1265.365967,201.875999,157.241017
-1265.365967,216.875999,149.005190
-1265.365967,231.875999,147.351051
-1265.365967,246.875999,145.885383
-1265.365967,261.875999,133.286063
-1265.365967,276.875999,127.603714
-1265.365967,291.875999,114.756175
-1265.365967,306.875999,101.856441
-1265.365967,321.875999,95.463440
-1265.365967,336.875999,96.025576
-1265.365967,351.875999,94.263163
-1265.365967,366.875999,92.858841
-1265.365967,381.875999,89.957858
-1265.365967,396.875999,88.897132
-1265.365967,411.875999,91.017814
-1265.365967,426.875999,91.381495
-1265.365967,441.875999,90.485795
-1265.365967,456.875999,89.690077
-1265.365967,471.875999,88.840165
-1265.365967,486.875999,92.251244
-1265.365967,501.875999,95.060888
-1265.365967,516.875999,102.542513
-1265.365967,531.875999,114.046687
-1265.365967,546.875999,128.072840
-1265.365967,561.875999,135.617777
-1265.365967,576.875999,139.221074
-1265.365967,591.875999,150.192013
-1265.365967,606.875999,156.177058
-1265.365967,621.875999,159.249312
-1265.365967,636.875999,160.945065
-1265.365967,651.875999,167.747390
-1265.365967,666.875999,167.330418
-1265.365967,681.875999,167.371609
-1265.365967,696.875999,174.340069
-1265.365967,711.875999,178.908553
-1265.365967,726.875999,180.710391
-1265.365967,741.875999,178.953900
-1265.365967,756.875999,185.145643
-1250.365967,-53.124001,213.150911
-1250.365967,-38.124001,206.172973
-1250.365967,-23.124001,200.323018
-1250.365967,-8.124001,196.589051
-1250.365967,6.875999,202.056596
-1250.365967,21.875999,202.026122
-1250.365967,36.875999,200.945630
-1250.365967,51.875999,199.630142
-1250.365967,66.875999,195.366330
-1250.365967,81.875999,196.018335
-1250.365967,96.875999,190.178620
-1250.365967,111.875999,196.333297
-1250.365967,126.875999,188.599303
-1250.365967,141.875999,181.711958
-1250.365967,156.875999,170.910658
-1250.365967,171.875999,167.032857
-1250.365967,186.875999,166.007763
-1250.365967,201.875999,158.161103
-1250.365967,216.875999,144.576057
-1250.365967,231.875999,140.177910
-1250.365967,246.875999,138.709079
-1250.365967,261.875999,136.179927
-1250.365967,276.875999,128.332962
-1250.365967,291.875999,120.333200
-1250.365967,306.875999,105.729181
-1250.365967,321.875999,98.900802
-1250.365967,336.875999,98.353042
-1250.365967,351.875999,97.065723
-1250.365967,366.875999,95.102598
-1250.365967,381.875999,88.707533
-1250.365967,396.875999,90.079988
-1250.365967,411.875999,91.850134
-1250.365967,426.875999,91.223323
-1250.365967,441.875999,90.698534
-1250.365967,456.875999,89.809039
-1250.365967,471.875999,89.729111
-1250.365967,486.875999,90.312494
-1250.365967,501.875999,91.574027
-1250.365967,516.875999,99.749129
-1250.365967,531.875999,114.065260
-1250.365967,546.875999,122.791245
-1250.365967,561.875999,134.455149
-1250.365967,576.875999,139.013180
-1250.365967,591.875999,145.355972
-1250.365967,606.875999,153.449313
-1250.365967,621.875999,157.868217
-1250.365967,636.875999,169.951892
-1250.365967,651.875999,168.057261
-1250.365967,666.875999,172.709250
-1250.365967,681.875999,168.575405
-1250.365967,696.875999,170.153817
-1250.365967,711.875999,181.813674
-1250.365967,726.875999,179.647573
-1250.365967,741.875999,187.470507
-1250.365967,756.875999,190.916193
-1235.365967,-53.124001,246.629964
-1235.365967,-38.124001,211.518413
-1235.365967,-23.124001,205.895557
-1235.365967,-8.124001,201.185392
-1235.365967,6.875999,199.321200
-1235.365967,21.875999,205.870104
-1235.365967,36.875999,200.747625
-1235.365967,51.875999,206.598177
-1235.365967,66.875999,205.825163
-1235.365967,81.875999,198.190543
-1235.365967,96.875999,195.549645
-1235.365967,111.875999,186.207727
-1235.365967,126.875999,179.439230
-1235.365967,141.875999,174.638635
-1235.365967,156.875999,168.623251
-1235.365967,171.875999,164.049694
-1235.365967,186.875999,157.065319
-1235.365967,201.875999,149.457253
-1235.365967,216.875999,142.323142
-1235.365967,231.875999,136.170331
-1235.365967,246.875999,128.536741
-1235.365967,261.875999,128.661832
-1235.365967,276.875999,119.123162
-1235.365967,291.875999,111.589728
-1235.365967,306.875999,106.640710
-1235.365967,321.875999,103.272509
-1235.365967,336.875999,98.438726
-1235.365967,351.875999,98.813642
-1235.365967,366.875999,97.289541
-1235.365967,381.875999,92.989759
-1235.365967,396.875999,90.586182
-1235.365967,411.875999,93.800242
-1235.365967,426.875999,90.832562
-1235.365967,441.875999,89.775126
-1235.365967,456.875999,89.341807
-1235.365967,471.875999,89.858887
-1235.365967,486.875999,88.779597
-1235.365967,501.875999,92.470543
-1235.365967,516.875999,99.857636
-1235.365967,531.875999,108.899787
-1235.365967,546.875999,120.820253
-1235.365967,561.875999,127.426819
-1235.365967,576.875999,138.569556
-1235.365967,591.875999,142.363465
-1235.365967,606.875999,155.131669
-1235.365967,621.875999,163.708960
-1235.365967,636.875999,165.880255
-1235.365967,651.875999,175.783965
-1235.365967,666.875999,179.869694
-1235.365967,681.875999,182.528009
-1235.365967,696.875999,173.475381
-1235.365967,711.875999,184.521205
-1235.365967,726.875999,191.717711
-1235.365967,741.875999,189.955021
-1235.365967,756.875999,197.576239
-1220.365967,-53.124001,221.296231
-1220.365967,-38.124001,209.577162
-1220.365967,-23.124001,208.123605
-1220.365967,-8.124001,210.702772
-1220.365967,6.875999,206.592770
-1220.365967,21.875999,215.081756
-1220.365967,36.875999,211.263438
-1220.365967,51.875999,207.874821
-1220.365967,66.875999,211.083157
-1220.365967,81.875999,203.720326
-1220.365967,96.875999,199.046979
-1220.365967,111.875999,192.354406
-1220.365967,126.875999,183.355340
-1220.365967,141.875999,177.605400
-1220.365967,156.875999,170.849792
-1220.365967,171.875999,172.367440
-1220.365967,186.875999,156.532005
-1220.365967,201.875999,152.298635
-1220.365967,216.875999,142.394680
-1220.365967,231.875999,135.245984
-1220.365967,246.875999,134.118343
-1220.365967,261.875999,128.534902
-1220.365967,276.875999,117.417827
-1220.365967,291.875999,104.120781
-1220.365967,306.875999,102.215964
-1220.365967,321.875999,100.652945
-1220.365967,336.875999,98.650572
-1220.365967,351.875999,97.891044
-1220.365967,366.875999,94.883592
-1220.365967,381.875999,94.507090
-1220.365967,396.875999,93.407804
-1220.365967,411.875999,94.267814
-1220.365967,426.875999,92.257024
-1220.365967,441.875999,92.233237
-1220.365967,456.875999,91.390813
-1220.365967,471.875999,90.310345
-1220.365967,486.875999,91.682902
-1220.365967,501.875999,93.892351
-1220.365967,516.875999,95.749381
-1220.365967,531.875999,101.700422
-1220.365967,546.875999,104.766388
-1220.365967,561.875999,117.507169
-1220.365967,576.875999,130.136392
-1220.365967,591.875999,145.026473
-1220.365967,606.875999,150.405882
-1220.365967,621.875999,158.342477
-1220.365967,636.875999,158.458625
-1220.365967,651.875999,164.222464
-1220.365967,666.875999,172.682020
-1220.365967,681.875999,179.790834
-1220.365967,696.875999,180.337629
-1220.365967,711.875999,188.118720
-1220.365967,726.875999,193.862286
-1220.365967,741.875999,190.900981
-1220.365967,756.875999,201.832378
-1205.365967,-53.124001,224.574873
-1205.365967,-38.124001,211.287824
-1205.365967,-23.124001,215.814695
-1205.365967,-8.124001,209.408413
-1205.365967,6.875999,208.687140
-1205.365967,21.875999,215.624618
-1205.365967,36.875999,224.363642
-1205.365967,51.875999,215.928670
-1205.365967,66.875999,218.055050
-1205.365967,81.875999,211.576185
-1205.365967,96.875999,205.776666
-1205.365967,111.875999,197.719538
-1205.365967,126.875999,198.514147
-1205.365967,141.875999,183.031050
-1205.365967,156.875999,176.972322
-1205.365967,171.875999,169.974338
-1205.365967,186.875999,164.031782
-1205.365967,201.875999,159.497238
-1205.365967,216.875999,152.866993
-1205.365967,231.875999,146.171955
-1205.365967,246.875999,141.171480
-1205.365967,261.875999,127.777729
-1205.365967,276.875999,122.780605
-1205.365967,291.875999,107.005622
-1205.365967,306.875999,105.269260
-1205.365967,321.875999,100.168820
-1205.365967,336.875999,94.508637
-1205.365967,351.875999,99.838150
-1205.365967,366.875999,94.767460
-1205.365967,381.875999,91.822772
-1205.365967,396.875999,92.232567
-1205.365967,411.875999,94.595349
-1205.365967,426.875999,93.057059
-1205.365967,441.875999,93.471808
-1205.365967,456.875999,92.993551
-1205.365967,471.875999,91.397484
-1205.365967,486.875999,92.047154
-1205.365967,501.875999,92.997275
-1205.365967,516.875999,96.037264
-1205.365967,531.875999,95.047993
-1205.365967,546.875999,102.302512
-1205.365967,561.875999,110.755845
-1205.365967,576.875999,136.227918
-1205.365967,591.875999,149.434829
-1205.365967,606.875999,148.253979
-1205.365967,621.875999,153.233029
-1205.365967,636.875999,163.914332
-1205.365967,651.875999,163.869159
-1205.365967,666.875999,169.322064
-1205.365967,681.875999,176.730064
-1205.365967,696.875999,177.809653
-1205.365967,711.875999,182.424630
-1205.365967,726.875999,181.885913
-1205.365967,741.875999,187.611931
-1205.365967,756.875999,191.166789
-1190.365967,-53.124001,231.806852
-1190.365967,-38.124001,217.500099
-1190.365967,-23.124001,217.547563
-1190.365967,-8.124001,220.772214
-1190.365967,6.875999,216.224609
-1190.365967,21.875999,221.040595
-1190.365967,36.875999,222.702896
-1190.365967,51.875999,214.734939
-1190.365967,66.875999,212.362323
-1190.365967,81.875999,208.438511
-1190.365967,96.875999,205.005171
-1190.365967,111.875999,205.562930
-1190.365967,126.875999,194.467774
-1190.365967,141.875999,185.423955
-1190.365967,156.875999,182.414374
-1190.365967,171.875999,170.418644
-1190.365967,186.875999,166.324602
-1190.365967,201.875999,156.285240
-1190.365967,216.875999,149.465345
-1190.365967,231.875999,147.755744
-1190.365967,246.875999,144.053835
-1190.365967,261.875999,132.767053
-1190.365967,276.875999,124.578270
-1190.365967,291.875999,114.825788
-1190.365967,306.875999,105.689922
-1190.365967,321.875999,104.158557
-1190.365967,336.875999,96.542751
-1190.365967,351.875999,102.612131
-1190.365967,366.875999,98.513331
-1190.365967,381.875999,92.867799
-1190.365967,396.875999,90.469871
-1190.365967,411.875999,91.732899
-1190.365967,426.875999,91.193452
-1190.365967,441.875999,92.538715
-1190.365967,456.875999,91.935320
-1190.365967,471.875999,92.946371
-1190.365967,486.875999,92.176831
-1190.365967,501.875999,91.169833
-1190.365967,516.875999,94.694758
-1190.365967,531.875999,99.292454
-1190.365967,546.875999,105.364460
-1190.365967,561.875999,115.606023
-1190.365967,576.875999,135.980605
-1190.365967,591.875999,160.529854
-1190.365967,606.875999,165.295999
-1190.365967,621.875999,160.374306
-1190.365967,636.875999,166.293127
-1190.365967,651.875999,163.663733
-1190.365967,666.875999,184.225511
-1190.365967,681.875999,173.550200
-1190.365967,696.875999,175.749780
-1190.365967,711.875999,179.139547
-1190.365967,726.875999,178.876991
-1190.365967,741.875999,180.539146
-1190.365967,756.875999,186.202038
-1175.365967,-53.124001,241.568140
-1175.365967,-38.124001,217.790803
-1175.365967,-23.124001,224.375440
-1175.365967,-8.124001,225.446444
-1175.365967,6.875999,223.547912
-1175.365967,21.875999,225.241845
-1175.365967,36.875999,214.999309
-1175.365967,51.875999,209.189130
-1175.365967,66.875999,207.875676
-1175.365967,81.875999,205.420933
-1175.365967,96.875999,201.089961
-1175.365967,111.875999,192.560616
-1175.365967,126.875999,194.116349
-1175.365967,141.875999,187.097047
-1175.365967,156.875999,181.420982
-1175.365967,171.875999,170.023178
-1175.365967,186.875999,158.079395
-1175.365967,201.875999,151.800201
-1175.365967,216.875999,155.039891
-1175.365967,231.875999,153.723373
-1175.365967,246.875999,142.852160
-1175.365967,261.875999,133.305255
-1175.365967,276.875999,123.867368
-1175.365967,291.875999,121.815016
-1175.365967,306.875999,110.144889
-1175.365967,321.875999,106.120292
-1175.365967,336.875999,103.193130
-1175.365967,351.875999,100.230645
-1175.365967,366.875999,98.359699
-1175.365967,381.875999,89.562940
-1175.365967,396.875999,90.950924
-1175.365967,411.875999,90.719912
-1175.365967,426.875999,91.488335
-1175.365967,441.875999,90.902574
-1175.365967,456.875999,91.750489
-1175.365967,471.875999,93.642760
-1175.365967,486.875999,92.907002
-1175.365967,501.875999,90.030175
-1175.365967,516.875999,93.371288
-1175.365967,531.875999,98.294225
-1175.365967,546.875999,106.489226
-1175.365967,561.875999,114.578233
-1175.365967,576.875999,135.141496
-1175.365967,591.875999,155.101110
-1175.365967,606.875999,169.112510
-1175.365967,621.875999,171.062724
-1175.365967,636.875999,167.807844
-1175.365967,651.875999,174.315302
-1175.365967,666.875999,173.183396
-1175.365967,681.875999,169.324759
-1175.365967,696.875999,178.150716
-1175.365967,711.875999,178.847328
-1175.365967,726.875999,177.878917
-1175.365967,741.875999,179.724580
-1175.365967,756.875999,184.089798
-1160.365967,-53.124001,244.801090
-1160.365967,-38.124001,228.405372
-1160.365967,-23.124001,229.539380
-1160.365967,-8.124001,237.495841
-1160.365967,6.875999,232.288713
-1160.365967,21.875999,225.757718
-1160.365967,36.875999,213.915480
-1160.365967,51.875999,206.986254
-1160.365967,66.875999,202.707862
-1160.365967,81.875999,202.416005
-1160.365967,96.875999,195.423580
-1160.365967,111.875999,195.939438
-1160.365967,126.875999,189.886286
-1160.365967,141.875999,184.152291
-1160.365967,156.875999,178.451630
-1160.365967,171.875999,171.346851
-1160.365967,186.875999,164.312968
-1160.365967,201.875999,162.630765
-1160.365967,216.875999,159.868776
-1160.365967,231.875999,159.040480
-1160.365967,246.875999,146.529890
-1160.365967,261.875999,137.704544
-1160.365967,276.875999,125.053927
-1160.365967,291.875999,114.941029
-1160.365967,306.875999,105.531992
-1160.365967,321.875999,99.543173
-1160.365967,336.875999,94.665625
-1160.365967,351.875999,95.299744
-1160.365967,366.875999,93.543700
-1160.365967,381.875999,89.454688
-1160.365967,396.875999,91.835139
-1160.365967,411.875999,91.477741
-1160.365967,426.875999,91.468728
-1160.365967,441.875999,91.298726
-1160.365967,456.875999,91.687748
-1160.365967,471.875999,93.422356
-1160.365967,486.875999,92.759479
-1160.365967,501.875999,93.131196
-1160.365967,516.875999,92.848068
-1160.365967,531.875999,100.817719
-1160.365967,546.875999,110.167489
-1160.365967,561.875999,118.004148
-1160.365967,576.875999,131.970763
-1160.365967,591.875999,154.082427
-1160.365967,606.875999,173.809041
-1160.365967,621.875999,175.659604
-1160.365967,636.875999,178.871787
-1160.365967,651.875999,178.056122
-1160.365967,666.875999,177.031295
-1160.365967,681.875999,179.784179
-1160.365967,696.875999,176.468883
-1160.365967,711.875999,174.569139
-1160.365967,726.875999,176.773309
-1160.365967,741.875999,185.986601
-1160.365967,756.875999,186.402013
-1145.365967,-53.124001,269.989869
-1145.365967,-38.124001,242.613441
-1145.365967,-23.124001,238.619019
-1145.365967,-8.124001,243.609319
-1145.365967,6.875999,241.830072
-1145.365967,21.875999,230.256518
-1145.365967,36.875999,217.375216
-1145.365967,51.875999,214.521470
-1145.365967,66.875999,213.966600
-1145.365967,81.875999,206.241398
-1145.365967,96.875999,199.277275
-1145.365967,111.875999,193.778435
-1145.365967,126.875999,192.044534
-1145.365967,141.875999,192.415765
-1145.365967,156.875999,181.996664
-1145.365967,171.875999,181.415614
-1145.365967,186.875999,179.218691
-1145.365967,201.875999,162.721729
-1145.365967,216.875999,158.382012
-1145.365967,231.875999,152.514033
-1145.365967,246.875999,151.459792
-1145.365967,261.875999,135.563093
-1145.365967,276.875999,124.621792
-1145.365967,291.875999,115.456563
-1145.365967,306.875999,110.193690
-1145.365967,321.875999,99.488845
-1145.365967,336.875999,90.148112
-1145.365967,351.875999,90.596034
-1145.365967,366.875999,92.764373
-1145.365967,381.875999,91.774489
-1145.365967,396.875999,91.621344
-1145.365967,411.875999,91.573200
-1145.365967,426.875999,91.518337
-1145.365967,441.875999,91.310704
-1145.365967,456.875999,91.312749
-1145.365967,471.875999,93.200715
-1145.365967,486.875999,96.224335
-1145.365967,501.875999,94.174666
-1145.365967,516.875999,96.838501
-1145.365967,531.875999,105.045482
-1145.365967,546.875999,114.185528
-1145.365967,561.875999,122.198240
-1145.365967,576.875999,135.027373
-1145.365967,591.875999,153.167064
-1145.365967,606.875999,169.659621
-1145.365967,621.875999,180.983308
-1145.365967,636.875999,188.230952
-1145.365967,651.875999,197.195056
-1145.365967,666.875999,188.815098
-1145.365967,681.875999,187.793444
-1145.365967,696.875999,183.524446
-1145.365967,711.875999,183.945170
-1145.365967,726.875999,185.233922
-1145.365967,741.875999,193.856824
-1145.365967,756.875999,192.303856
-1130.365967,-53.124001,259.181457
-1130.365967,-38.124001,250.033140
-1130.365967,-23.124001,249.708248
-1130.365967,-8.124001,246.774375
-1130.365967,6.875999,239.946888
-1130.365967,21.875999,231.143670
-1130.365967,36.875999,225.576098
-1130.365967,51.875999,219.389160
-1130.365967,66.875999,219.156857
-1130.365967,81.875999,219.460007
-1130.365967,96.875999,205.929062
-1130.365967,111.875999,201.954905
-1130.365967,126.875999,197.686673
-1130.365967,141.875999,197.154541
-1130.365967,156.875999,182.135980
-1130.365967,171.875999,179.422267
-1130.365967,186.875999,174.249258
-1130.365967,201.875999,162.442726
-1130.365967,216.875999,148.790631
-1130.365967,231.875999,140.080925
-1130.365967,246.875999,132.108274
-1130.365967,261.875999,126.062760
-1130.365967,276.875999,126.230347
-1130.365967,291.875999,118.810528
-1130.365967,306.875999,111.846275
-1130.365967,321.875999,103.988808
-1130.365967,336.875999,94.020388
-1130.365967,351.875999,93.485607
-1130.365967,366.875999,92.867873
-1130.365967,381.875999,92.042662
-1130.365967,396.875999,91.998813
-1130.365967,411.875999,91.960922
-1130.365967,426.875999,91.659146
-1130.365967,441.875999,90.323336
-1130.365967,456.875999,91.856548
-1130.365967,471.875999,98.050281
-1130.365967,486.875999,99.419822
-1130.365967,501.875999,96.846686
-1130.365967,516.875999,97.800611
-1130.365967,531.875999,106.933717
-1130.365967,546.875999,117.595444
-1130.365967,561.875999,124.208125
-1130.365967,576.875999,133.772912
-1130.365967,591.875999,145.421976
-1130.365967,606.875999,167.516262
-1130.365967,621.875999,179.514125
-1130.365967,636.875999,187.621101
-1130.365967,651.875999,198.393306
