0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
195.339946,193.08037266666668,192.52324433333334,193.668561,199.58637033333332,201.54344300000002,199.539779,201.4492843333333,205.98632833333335,213.150911,235.47027966666667,238.18538633333335,221.296231,223.48199233333332,226.98553266666667,231.806852,238.3143773333333,242.64579,244.80109,261.59360933333335,266.387065,259.181457,266.8453656666667,263.19899533333336,248.242346,241.77937666666668,237.70819833333334,236.028811,231.02916233333332,227.64768766666668,225.884387,215.55652766666668,208.28043000000002,204.056094,212.34897866666665,221.9359836666667,232.817109,236.53778433333332,243.21386633333333,252.845355,251.737871,251.60922800000003,252.459426,249.96232200000003,247.25269300000002,244.330539,244.1283016666667,247.74735133333337,255.187688,254.985334,256.37636266666664,259.360774,264.541612,267.54129133333333,268.359812,267.091204,262.44402933333333,254.418288,251.092088,250.08198700000003,251.387985,253.19777033333332,241.984036,217.746782,231.65465799999998,238.30286333333333,237.691398,231.06440333333333,223.640204,215.4188,218.28641266666665,222.73342233333335,228.759829,227.753421,228.71658366666668,231.649317,232.27825099999998,239.567811,253.517997,251.99607033333336,254.58126400000003,261.273578,265.63270866666664,265.36005,260.455602,256.72414933333334,255.23827666666668,255.997984,258.54813333333334,265.39369700000003,276.534675,276.6248796666667,278.82823133333335,283.14473,277.4774786666666,272.503207,268.221915,265.7603236666667,270.1375383333334,281.353559,272.1760923333334,269.340507,272.846803,278.55015099999997,280.40231466666665,278.403294,271.32355,265.2475606666667,260.175326,257.52783266666665,258.7907476666667,263.964071,262.24190833333336,257.9835326666667,251.188944,244.48034333333334,235.94451333333336,225.581454,220.97643,220.24093766666667,223.374977,201.22862166666667,189.04572966666666,186.826301,201.92809899999997,206.738403,201.257213,220.88618366666668,232.0818066666667,234.844082,241.53702199999998,244.883492
175.64560600000002,184.52724999999998,191.15233877777777,195.52087233333333,198.49498700000004,204.04938344444446,212.18406166666665,210.28320077777778,209.05483100000004,208.49895233333334,218.31449300000003,219.97601500000002,213.48351833333334,214.97239966666666,217.90089911111113,222.2690166666667,224.56739355555555,228.43459177777783,233.87061133333333,245.78281511111112,252.18680433333336,253.082579,254.97972055555556,252.6208377777778,246.00593066666664,239.4649964444444,235.26115255555555,233.39439899999996,231.59195077777778,227.96987411111112,222.528169,215.52075722222222,207.7901677777778,199.3364006666667,199.49052577777778,206.1034681111111,219.17522766666667,231.3028998888889,242.68157122222226,253.31124166666666,253.579035,251.7812068888889,247.91775733333333,243.8366564444445,239.3115543333334,234.34245099999998,230.99156077777778,233.78867866666667,242.73380466666669,241.9392977777778,242.87104666666667,245.5290513333333,254.529652,260.15183822222224,262.39561,259.5288775555556,253.43491600000004,244.11372533333332,238.98751422222222,237.9939796666667,241.13312166666665,238.7172772222222,230.9921917777778,217.95786533333336,220.16918844444444,219.56034555555559,216.13133666666667,212.91832555555555,208.33991866666668,202.396116,202.19539977777777,202.48082433333335,203.25238966666666,202.81157322222222,206.8946947777778,215.50175433333334,223.7207501111111,232.5540767777778,242.00173433333333,247.4965516666667,254.9799177777778,264.45183266666663,268.2745433333333,267.4653828888889,262.0243513333333,255.85519644444446,252.3650664444445,251.55396133333335,250.20556622222225,254.61222766666668,264.77394566666663,267.96722366666665,271.3120357777778,274.808382,270.3725773333333,265.74151166666667,260.915185,255.1855287777778,253.3436867777778,255.38965900000002,253.63106833333333,255.56502100000003,261.19151700000003,266.202153,267.3682073333334,264.68968,259.84647866666666,254.71501444444448,249.29528733333333,246.78558022222222,248.1607705555556,253.42085833333334,255.78288766666668,254.18555666666668,248.62886533333335,241.34099666666668,234.39601044444447,227.79390666666666,224.46967822222223,218.43337300000002,209.68499100000002,195.4060658888889,188.52333633333336,189.03680233333336,200.84687055555557,210.33357988888892,217.49693033333335,224.97779300000002,228.34131644444446,227.58750066666667,230.17377755555555,231.46691600000003
165.89480666666668,180.68063088888889,190.69652355555556,195.94248466666667,197.69617488888892,203.14918211111114,212.30150633333335,211.74567233333335,209.0528328888889,204.22298800000002,207.8370811111111,209.46029944444444,209.092643,211.56206833333334,214.36982744444447,217.51592033333336,219.16242811111113,222.91824622222225,228.78337466666667,237.11576955555557,244.16292555555557,249.92484266666668,248.64261666666667,246.6854566666667,244.0533626666667,238.26460488888893,233.91786611111115,231.01314633333334,229.03622188888892,224.65801900000002,217.8785376666667,212.20067144444445,204.8043468888889,195.68956400000002,193.86359511111112,200.83449466666664,216.6022626666667,230.78205822222222,243.26677711111114,254.05641933333334,254.05996533333334,251.43064433333336,246.16845633333335,241.0521578888889,234.76339733333336,227.30217466666667,222.29092822222222,223.70551866666668,231.54594600000001,233.41014444444448,236.83146411111116,241.80990500000001,251.21548855555557,255.66257222222225,255.15115600000001,250.6633248888889,244.52842588888893,236.74645900000002,231.2947156666667,229.60574011111117,231.67953233333333,226.86493944444447,221.24975544444447,214.83398033333336,210.84153522222223,206.92752166666673,203.0919396666667,202.83670500000002,200.32716644444446,195.56332400000002,193.0740077777778,191.1021236666667,189.64767166666667,190.88488566666666,196.25784500000003,205.7665496666667,219.21719477777782,229.4104088888889,236.34619200000003,244.82952200000003,253.31203188888892,261.79372166666667,266.82360944444446,266.3837135555556,260.47403399999996,254.13687022222223,249.65394433333338,247.02525633333335,244.0188027777778,246.69134911111112,255.04289533333332,259.04717022222223,262.63673855555555,265.81160033333333,264.4080627777778,260.6533266666667,254.54739200000003,247.23966733333333,242.26797922222227,239.6323276666667,240.84350922222225,244.9881227777778,252.06616833333334,255.7665738888889,256.1978878888889,253.36011033333335,251.73590166666668,247.01883133333337,239.20889933333336,236.7972268888889,239.23373788888892,246.51843233333335,251.68837455555558,251.91562900000002,247.20019566666667,239.2313398888889,233.1582571111111,228.98094733333335,226.27331,218.13931011111114,204.5789476666667,195.38484744444446,191.30539522222224,192.34059100000002,200.13275255555558,209.1666867777778,219.4423936666667,222.7641134444445,223.3063446666667,221.06908733333336,223.50134155555557,224.71746866666666
166.087548,181.54051533333333,191.15579866666667,194.933398,197.189934,198.84283900000003,199.892113,205.83669899999998,205.980334,200.323018,204.038044,206.63823966666666,208.123605,213.25099833333334,216.39231766666668,217.547563,222.09948099999997,226.09675333333334,229.53938,235.59247266666665,242.31542866666666,249.708248,247.83405399999998,245.392852,242.384642,238.178202,233.67833900000002,228.885053,223.3619756666667,217.71212233333335,211.935493,205.59627033333334,199.32296733333334,193.115584,195.46818666666667,206.12906333333333,225.098214,234.97525933333333,244.96948400000002,255.080888,253.18066199999998,250.55754033333335,247.211523,241.60882633333335,233.608222,223.20971,218.026404,217.49787133333336,221.624112,229.397874,238.25761500000002,248.203335,254.59912166666663,254.07349333333332,246.62645,240.494546,235.72455900000003,232.316489,228.01369233333332,224.91726833333337,223.027217,217.640757,212.756727,208.375127,203.67169833333332,200.4043916666667,198.573207,200.81954166666668,199.60194733333333,194.920424,190.92223666666666,188.59732033333336,187.945675,191.97335833333332,196.80603433333334,202.443703,218.767585,230.13680733333337,236.55137,243.99498133333333,249.57760633333334,253.299245,261.279907,262.115042,255.80465,251.56917066666665,247.10491033333335,242.411869,239.987843,241.63106133333335,247.341524,249.8647193333333,252.80233966666668,256.154385,259.583935,257.238652,249.118536,241.9227393333333,236.91041566666667,234.081565,233.81341500000002,237.60981233333337,245.470757,247.24341366666667,246.89135633333336,244.414585,246.991819,242.15901133333335,229.916162,227.56277266666666,232.0096496666667,243.256793,249.958369,251.1737496666667,246.902935,238.151373,232.23125333333334,229.142576,226.3873253333333,219.35874900000002,208.056847,201.16496633333333,197.39190633333334,196.737667,199.78574500000002,203.23772366666668,207.093603,214.245145,216.97689133333336,215.288842,221.51971400000002,224.63515
146.37732466666665,173.26604400000002,189.6147837777778,195.423544,195.18924400000003,194.59347766666667,193.636245,197.90662033333334,199.30577422222223,197.83370666666667,201.1148668888889,205.11798122222226,209.84304966666667,210.97691011111112,214.26167033333337,219.6973303333333,223.29207188888893,228.34085755555557,234.84368733333332,239.57848622222224,243.881368,247.75233266666666,247.95765466666668,246.97208177777782,244.795614,241.3104651111111,236.21706433333335,229.5154116666667,222.329037,214.8751543333333,207.1537636666667,202.7208298888889,196.5977908888889,188.78464666666667,197.18494755555554,211.10706000000002,230.55098399999997,238.31031066666668,244.52365355555557,249.19101266666667,250.17883066666667,249.80067966666667,248.05655966666666,243.72698033333333,235.511086,223.40887666666669,219.47149155555556,217.9926868888889,218.97246266666667,230.14496422222223,238.51187411111113,244.07319233333334,247.8469221111111,245.44884422222225,236.87895866666668,233.7720782222222,229.34926722222224,223.61052566666666,221.1936836666667,219.51625233333337,218.57823166666665,214.35589166666665,211.5683587777778,210.21563299999997,204.70362522222223,200.65873211111114,198.0809536666667,198.97159322222222,197.3293135555556,193.15411466666666,190.88062466666668,190.9044301111111,193.225531,198.134253,204.40080544444447,212.02518833333335,223.16603744444444,231.42418000000004,236.79961600000001,240.77830555555556,243.96295300000003,246.35355833333335,250.83028255555556,251.66673866666667,248.86292666666668,244.786074,239.75599633333334,233.77269366666667,233.49121122222226,235.26984200000004,239.108586,243.01049600000002,245.94302033333335,247.906159,250.02055433333334,247.70535888888892,240.96057266666668,233.10177511111112,227.66986144444448,224.66483166666666,228.68945233333335,233.33929411111114,238.614357,237.8139581111111,237.92608944444447,238.950751,238.48350411111113,233.9882797777778,225.465078,224.077702,228.0690778888889,237.43920566666668,243.53976344444445,245.13087388888889,242.212537,236.26673811111112,231.0389748888889,226.52924733333333,224.8846628888889,218.9422936666667,208.70213966666665,199.61336122222224,193.74908988888888,191.10932566666668,195.1014538888889,199.24588944444446,203.54263233333333,210.6127578888889,212.72839311111113,209.88953800000002,202.8399028888889,199.31508533333337
134.55524266666666,166.74584777777778,186.44261411111114,193.64554166666667,191.72569855555557,190.49300022222226,189.94744666666668,194.01127400000001,196.83264711111116,198.41156600000005,199.84651844444446,203.48692022222227,209.33277133333337,209.22291622222224,212.53077433333334,219.25634566666668,222.96118188888892,228.4624438888889,235.76013166666667,240.59753500000002,243.5103397777778,244.498546,246.13910311111113,245.29147811111116,241.95567100000002,240.35717144444445,236.00915855555562,228.91163233333336,219.98184055555558,212.15780644444445,205.43953000000002,201.0753897777778,195.03237911111114,187.310498,197.4427957777778,210.98977288888892,227.95142933333335,236.2819068888889,241.97364033333338,245.02662966666668,247.50331344444444,247.03117833333334,243.61022433333335,241.22222788888888,234.10151733333333,222.2480926666667,218.7444211111111,216.589523,215.78339833333337,228.4289516666667,236.80930255555558,240.924451,241.9770378888889,238.80925044444447,231.4210886666667,228.06615444444444,223.75528500000004,218.48848033333337,216.9338947777778,216.04060222222225,215.80860266666667,212.36519311111113,210.19791722222223,209.30677500000002,204.7867358888889,200.85501422222225,197.51161000000002,195.59344688888888,192.9919457777778,189.70710666666668,189.104468,191.11190855555557,195.72942833333335,203.38575433333335,210.73635744444445,217.78123766666667,223.9178356666667,228.53053544444447,231.61933700000003,234.29432255555557,236.6568187777778,238.7068256666667,241.6638334444445,242.87478588888894,242.339683,240.7292498888889,236.45234066666671,229.50895533333335,227.46830955555555,228.06324500000002,231.29376166666668,235.7954398888889,239.26574011111114,241.70466233333337,240.7683998888889,237.9396613333334,233.21844666666667,225.60977866666667,220.57220633333336,218.1057296666667,224.758531,229.57825588888892,232.56490433333335,230.35098366666668,230.4924003333334,232.98915433333335,233.56158722222222,229.24681155555558,220.04482733333333,218.44699822222222,221.85273933333337,230.2620506666667,235.35381155555558,237.31635988888888,236.14969566666667,231.97170388888892,227.5075274444445,222.75716633333334,222.09320611111113,216.97717044444448,207.40905933333335,198.3064548888889,191.14259155555555,185.91746933333334,190.6646748888889,195.94692822222223,201.76422933333333,208.00752755555555,209.93266833333337,207.53965166666669,194.66304855555558,188.22474700000004
130.621302,161.97992666666667,181.63928966666668,189.599391,186.79929766666666,186.54140666666666,188.825718,194.15066000000002,198.5609526666667,202.056596,200.23299866666667,201.7450566666667,206.59277,207.98901666666666,211.19962966666668,216.224609,221.106811,226.46151233333336,232.288713,238.649619,241.202344,239.946888,242.37839933333333,240.351041,233.864813,235.31832100000003,233.0546216666667,227.073715,216.32038633333332,209.56007866666667,206.792792,200.65994999999998,194.626732,188.693138,196.24173133333335,205.77720200000005,217.29955,228.890048,237.31944433333337,242.587739,245.15411033333334,242.24903633333335,233.872517,234.09456899999998,229.37951600000002,219.727358,215.84519266666666,213.28837966666669,212.056919,224.24983633333332,233.14990033333333,238.757111,236.98946899999999,234.15471200000002,230.25284,223.37677466666668,218.94261233333333,216.950353,215.23432566666668,214.49031800000003,214.71833,211.66866133333332,208.64540233333332,205.648553,203.92103033333333,200.99323800000002,196.865176,190.6851026666667,186.58984400000003,184.5794,185.59376666666668,189.21975566666669,195.457367,207.72786233333335,215.81269033333334,219.711851,221.02297966666663,221.45587366666666,221.010533,224.54303233333331,227.65920366666668,230.359047,233.7805596666667,235.7391836666667,236.234919,239.39869833333336,237.19394333333338,229.620654,221.919138,220.01127033333336,223.897051,228.21955100000002,232.77049900000003,237.549895,231.82747166666667,227.94155933333334,225.892158,219.44675,215.61745033333335,214.404259,222.020651,226.3266976666667,227.322399,224.85449033333333,224.590289,226.529795,232.22606833333333,227.9346066666667,213.65541,210.67066133333333,213.360634,221.725328,225.40051333333332,227.73020766666667,228.714411,225.26627033333335,221.63691100000003,217.826333,218.01295500000003,213.46337933333336,204.177606,197.24424733333336,189.57241133333335,181.162098,186.475408,193.34084000000001,201.758394,206.429454,208.589717,208.239183,196.989151,191.36413500000003
121.547812,158.90633044444445,180.00140811111112,184.833045,185.45733922222223,187.53331355555557,191.060968,195.74516111111112,199.40359844444447,202.03628,203.13685066666665,206.542122,212.252094,212.95878155555556,215.35317233333333,219.43526633333332,222.92988922222224,225.76303922222223,227.93471633333334,232.054485,234.10227155555555,234.078076,234.50708155555557,233.28616455555556,230.415325,228.66411077777778,226.32666077777776,223.40297499999997,214.6896681111111,205.81553644444446,196.78058,191.3921491111111,188.2478528888889,187.34769133333333,193.27991933333334,203.34821444444447,217.55257666666668,228.09632355555556,235.55038766666667,239.914769,240.46097277777778,238.46597366666668,233.92977166666668,228.4519623333333,223.07236822222225,217.79098933333333,214.27206622222224,211.82437233333337,210.44790766666668,217.42488277777778,225.72353277777782,235.34385766666668,233.82769388888892,230.34101,224.883806,221.48706022222223,218.771185,216.73618033333335,216.32528855555557,215.18153444444448,213.304918,205.56277066666667,200.7279867777778,198.80056633333334,196.47431922222222,193.612852,190.21616466666666,186.2316068888889,183.74563133333334,182.758238,188.62507133333332,197.31253522222224,208.82062966666666,217.7001898888889,221.39886411111112,219.91665233333333,219.88832322222223,217.77678077777782,213.582025,213.27898433333334,215.4224267777778,220.01235233333335,228.96112855555555,234.61677255555554,236.97928433333334,238.01470455555557,236.34268644444447,231.96323,223.3094197777778,218.46505322222225,217.43013033333335,223.05090233333334,227.78438744444446,231.63058566666666,224.9157561111111,220.616266,218.73211533333335,215.40217222222225,213.5699736666667,213.23551966666668,220.46037122222225,222.4998001111111,219.35380633333332,218.046155,219.47871188888888,223.651477,221.86344144444448,216.77488844444446,208.38581800000003,206.3314177777778,207.44566933333334,211.72857266666668,215.4741193333333,216.42539522222222,214.58240033333334,214.1659147777778,213.32825077777778,212.06940833333334,210.13425522222224,205.12066888888893,197.02864933333336,190.207568,184.8885768888889,181.071676,186.14949444444443,191.87040666666667,198.23441266666666,204.11626688888887,207.70946899999998,209.01401900000002,197.21861322222225,191.32091033333336
123.70836700000001,163.84946100000002,183.38361233333336,182.310821,186.5420138888889,190.4231628888889,193.954268,197.0225551111111,199.59311844444446,201.66595800000002,203.33039333333332,207.3780684444445,213.80898333333334,216.9614117777778,219.5566491111111,221.59469533333333,221.75000933333334,221.82187933333338,221.81030533333336,224.57860222222223,227.0711046666667,229.2878126666667,229.19180644444447,228.43411711111114,227.01474466666667,224.3091928888889,222.5325031111111,221.68467533333333,213.72086688888888,203.69415088888888,191.60452733333335,185.327954,183.43798111111113,185.9346086666667,191.32574266666668,201.8742377777778,217.58009400000003,227.2150097777778,234.01424022222227,237.97778533333337,237.55693288888892,235.02528611111114,230.38284500000003,224.03860122222224,219.13682233333333,215.67750833333332,211.7054941111111,209.18173655555557,208.1062356666667,212.08928900000004,218.5053707777778,227.35448100000002,229.45249322222224,227.6774045555556,222.02921500000002,219.32079233333337,216.66058233333337,214.04858500000003,213.69719300000003,212.31425677777779,209.89977633333334,200.22400811111112,194.82016077777783,193.68823433333336,192.11374411111112,189.92532255555557,187.12296966666668,183.00913855555558,182.30841788888893,185.02080766666666,195.95550566666668,206.1783747777778,215.68941500000003,220.8440336666667,222.07067266666672,219.36933200000004,215.6222768888889,211.07632955555562,205.73149,204.73812000000004,207.33643255555558,213.52642766666668,224.38461455555557,231.248442,234.11791000000002,235.5992651111111,235.02952055555562,232.40867633333335,223.92795900000004,216.8285985555556,211.11059500000002,216.0957538888889,220.36801022222224,223.927364,218.28508844444445,214.61585500000004,212.91966366666668,211.1468416666667,210.8803395555556,212.12015733333334,219.2690651111111,219.88786411111113,213.97655433333335,212.22882344444446,213.48157744444447,217.73481633333336,215.24424788888888,210.61946333333336,203.8604626666667,201.76592333333335,201.52941822222226,203.15094733333336,205.5417948888889,205.28128644444448,202.36942200000001,203.66614355555558,204.91305555555556,206.110158,203.29212422222224,198.9955277777778,193.2203686666667,185.32663622222225,181.06640511111115,180.43967533333335,185.81641155555556,191.1836298888889,196.54133033333335,202.15413255555555,206.16714855555557,208.58037833333336,194.45720344444447,187.39561600000002
137.102967,176.80931833333335,191.78590233333335,182.032719,190.05332166666665,195.21095466666668,197.505618,197.982842,199.12951266666667,200.94563,200.81362666666666,204.25289600000002,211.263438,219.99690733333335,223.81006000000002,222.702896,217.56717133333336,214.6380326666667,213.91548,216.22197066666666,220.10884333333337,225.576098,226.43257400000002,225.7948986666667,223.663072,222.25356733333334,221.6721486666667,221.918816,213.41398266666664,203.195922,191.264634,182.46736466666664,180.19711666666666,184.45389,190.37920133333333,201.355272,217.382102,226.24610666666666,232.711002,236.776788,236.44199066666667,231.9269736666667,223.231737,220.85448566666668,217.57287833333334,213.386915,208.14547633333333,205.36047233333335,205.031903,208.24305500000003,211.49541433333337,214.788981,223.86386700000003,226.1638956666667,221.689067,216.877971,212.61080433333333,208.887567,207.35003899999998,205.888485,204.502905,195.65237366666668,190.92192433333332,190.311557,190.839305,189.93064966666668,187.585591,181.01769766666666,182.27820366666668,191.367109,207.58506966666667,215.81727433333336,216.063723,217.1593936666667,217.82811600000002,218.06989,208.22484066666667,201.35452,197.458928,198.92043933333332,203.40122100000002,210.901273,220.05101766666667,225.634192,227.650796,232.15238,233.2544456666667,230.956993,223.77475566666666,215.10190633333335,204.938445,207.35410566666667,210.52136733333336,214.44023,211.93546866666668,209.94032633333336,208.454803,206.68075833333333,207.548548,211.058172,218.44673266666666,218.49088966666665,211.190643,207.40249566666665,206.59888566666666,208.779813,212.36848766666668,209.46833133333337,200.079344,196.974178,195.61188066666668,195.992452,195.60354,194.29788133333335,192.075476,193.76695666666666,196.39132533333333,199.948582,197.486562,195.08795600000002,192.752764,182.60145200000002,178.10589600000003,179.266096,185.47615933333333,191.28050966666666,196.679147,200.543051,203.96275566666668,206.938261,188.70492166666668,179.588252
